0.0	0.0	237.2987
0.0	4.0425534	217.58069
0.0	8.085107	198.32367
0.0	12.12766	179.55762
0.0	16.170214	161.31372
0.0	20.212767	143.62518
0.0	24.25532	126.52673
0.0	28.297873	110.05475
0.0	32.340427	94.24744
0.0	36.38298	79.144226
0.0	40.425533	64.78558
0.0	44.468086	51.213257
0.0	48.51064	38.469482
0.0	52.553192	26.596619
0.0	56.595745	15.63678
0.0	60.638298	5.6314087
0.0	64.680855	356.62054
0.0	68.723404	348.64197
0.0	72.76596	341.73108
0.0	76.80851	335.9195
0.0	80.85107	331.2351
0.0	84.893616	327.70087
0.0	88.93617	325.3346
0.0	92.97872	324.14832
0.0	97.02128	324.14832
0.0	101.06383	325.3346
0.0	105.106384	327.70087
0.0	109.14893	331.2351
0.0	113.19149	335.9195
0.0	117.23404	341.73108
0.0	121.276596	348.64197
0.0	125.319145	356.62054
0.0	129.36171	5.6314087
0.0	133.40425	15.63678
0.0	137.44681	26.596619
0.0	141.48936	38.469482
0.0	145.53192	51.213257
0.0	149.57446	64.78558
0.0	153.61702	79.144226
0.0	157.65958	94.24744
0.0	161.70213	110.05475
0.0	165.74467	126.52673
0.0	169.78723	143.62518
0.0	173.82979	161.31372
0.0	177.87234	179.55762
0.0	181.91489	198.32367
0.0	185.95744	217.58069
0.0	190.0	237.2987
1.0	2.0212767	176.7854
1.0	6.06383	156.16943
1.0	10.106383	136.00592
1.0	14.148936	116.32764
1.0	18.19149	97.16962
1.0	22.234043	78.569275
1.0	26.276596	60.56653
1.0	30.319149	43.203796
1.0	34.361702	26.525452
1.0	38.404255	10.578491
1.0	42.446808	355.41193
1.0	46.48936	341.0763
1.0	50.531914	327.62366
1.0	54.574467	315.10663
1.0	58.61702	303.57837
1.0	62.659573	293.09113
1.0	66.702126	283.69574
1.0	70.74468	275.4408
1.0	74.78723	268.37103
1.0	78.82979	262.52704
1.0	82.87234	257.94354
1.0	86.914894	254.64862
1.0	90.95744	252.66321
1.0	95.0	251.99994
1.0	99.04256	252.66321
1.0	103.085106	254.64862
1.0	107.12766	257.94354
1.0	111.17021	262.52704
1.0	115.21277	268.37103
1.0	119.25532	275.4408
1.0	123.297874	283.69574
1.0	127.34042	293.09113
1.0	131.38298	303.57837
1.0	135.42554	315.10663
1.0	139.46808	327.62366
1.0	143.51064	341.0763
1.0	147.55319	355.41193
1.0	151.59575	10.578491
1.0	155.63829	26.525452
1.0	159.68085	43.203796
1.0	163.7234	60.56653
1.0	167.76596	78.569275
1.0	171.80852	97.16962
1.0	175.85106	116.32764
1.0	179.89362	136.00592
1.0	183.93617	156.16943
1.0	187.97873	176.7854
2.0	0.0	140.32837
2.0	4.0425534	118.33252
2.0	8.085107	96.73889
2.0	12.12766	75.5802
2.0	16.170214	54.892212
2.0	20.212767	34.7135
2.0	24.25532	15.085999
2.0	28.297873	356.0551
2.0	32.340427	337.66962
2.0	36.38298	319.98193
2.0	40.425533	303.04785
2.0	44.468086	286.92657
2.0	48.51064	271.6803
2.0	52.553192	257.3739
2.0	56.595745	244.0741
2.0	60.638298	231.84882
2.0	64.680855	220.76593
2.0	68.723404	210.8919
2.0	72.76596	202.2904
2.0	76.80851	195.02069
2.0	80.85107	189.13568
2.0	84.893616	184.68024
2.0	88.93617	181.68951
2.0	92.97872	180.18793
2.0	97.02128	180.18793
2.0	101.06383	181.68951
2.0	105.106384	184.68024
2.0	109.14893	189.13568
2.0	113.19149	195.02069
2.0	117.23404	202.2904
2.0	121.276596	210.8919
2.0	125.319145	220.76593
2.0	129.36171	231.84882
2.0	133.40425	244.0741
2.0	137.44681	257.3739
2.0	141.48936	271.6803
2.0	145.53192	286.92657
2.0	149.57446	303.04785
2.0	153.61702	319.98193
2.0	157.65958	337.66962
2.0	161.70213	356.0551
2.0	165.74467	15.085999
2.0	169.78723	34.7135
2.0	173.82979	54.892212
2.0	177.87234	75.5802
2.0	181.91489	96.73889
2.0	185.95744	118.33252
2.0	190.0	140.32837
3.0	2.0212767	85.42169
3.0	6.06383	62.401978
3.0	10.106383	39.75403
3.0	14.148936	17.512024
3.0	18.19149	355.71375
3.0	22.234043	334.40112
3.0	26.276596	313.62024
3.0	30.319149	293.4217
3.0	34.361702	273.86133
3.0	38.404255	255.0
3.0	42.446808	236.90387
3.0	46.48936	219.64465
3.0	50.531914	203.29938
3.0	54.574467	187.94977
3.0	58.61702	173.68176
3.0	62.659573	160.58423
3.0	66.702126	148.74771
3.0	70.74468	138.26193
3.0	74.78723	129.21387
3.0	78.82979	121.68454
3.0	82.87234	115.74594
3.0	86.914894	111.458374
3.0	90.95744	108.86694
3.0	95.0	107.99994
3.0	99.04256	108.86694
3.0	103.085106	111.458374
3.0	107.12766	115.74594
3.0	111.17021	121.68454
3.0	115.21277	129.21387
3.0	119.25532	138.26193
3.0	123.297874	148.74771
3.0	127.34042	160.58423
3.0	131.38298	173.68176
3.0	135.42554	187.94977
3.0	139.46808	203.29938
3.0	143.51064	219.64465
3.0	147.55319	236.90387
3.0	151.59575	255.0
3.0	155.63829	273.86133
3.0	159.68085	293.4217
3.0	163.7234	313.62024
3.0	167.76596	334.40112
3.0	171.80852	355.71375
3.0	175.85106	17.512024
3.0	179.89362	39.75403
3.0	183.93617	62.401978
3.0	187.97873	85.42169
4.0	0.0	58.062317
4.0	4.0425534	33.66931
4.0	8.085107	9.574158
4.0	12.12766	345.8073
4.0	16.170214	322.40308
4.0	20.212767	299.4001
4.0	24.25532	276.84186
4.0	28.297873	254.77716
4.0	32.340427	233.26135
4.0	36.38298	212.35608
4.0	40.425533	192.13086
4.0	44.468086	172.66315
4.0	48.51064	154.03894
4.0	52.553192	136.35321
4.0	56.595745	119.70984
4.0	60.638298	104.22089
4.0	64.680855	90.005615
4.0	68.723404	77.18823
4.0	72.76596	65.89499
4.0	76.80851	56.24997
4.0	80.85107	48.369995
4.0	84.893616	42.358704
4.0	88.93617	38.30078
4.0	92.97872	36.256287
4.0	97.02128	36.256287
4.0	101.06383	38.30078
4.0	105.106384	42.358704
4.0	109.14893	48.369995
4.0	113.19149	56.24997
4.0	117.23404	65.89499
4.0	121.276596	77.18823
4.0	125.319145	90.005615
4.0	129.36171	104.22089
4.0	133.40425	119.70984
4.0	137.44681	136.35321
4.0	141.48936	154.03894
4.0	145.53192	172.66315
4.0	149.57446	192.13086
4.0	153.61702	212.35608
4.0	157.65958	233.26135
4.0	161.70213	254.77716
4.0	165.74467	276.84186
4.0	169.78723	299.4001
4.0	173.82979	322.40308
4.0	177.87234	345.8073
4.0	181.91489	9.574158
4.0	185.95744	33.66931
4.0	190.0	58.062317
5.0	2.0212767	11.201904
5.0	6.06383	345.7655
5.0	10.106383	320.5719
5.0	14.148936	295.64923
5.0	18.19149	271.02948
5.0	22.234043	246.74951
5.0	26.276596	222.8518
5.0	30.319149	199.38538
5.0	34.361702	176.4068
5.0	38.404255	153.9815
5.0	42.446808	132.18515
5.0	46.48936	111.10507
5.0	50.531914	90.841675
5.0	54.574467	71.51013
5.0	58.61702	53.24112
5.0	62.659573	36.181763
5.0	66.702126	20.49472
5.0	70.74468	6.3563843
5.0	74.78723	353.9523
5.0	78.82979	343.4705
5.0	82.87234	335.09137
5.0	86.914894	328.97565
5.0	90.95744	325.251
5.0	95.0	323.99997
5.0	99.04256	325.251
5.0	103.085106	328.97565
5.0	107.12766	335.09137
5.0	111.17021	343.4705
5.0	115.21277	353.9523
5.0	119.25532	6.3563843
5.0	123.297874	20.49472
5.0	127.34042	36.181763
5.0	131.38298	53.24112
5.0	135.42554	71.51013
5.0	139.46808	90.841675
5.0	143.51064	111.10507
5.0	147.55319	132.18515
5.0	151.59575	153.9815
5.0	155.63829	176.4068
5.0	159.68085	199.38538
5.0	163.7234	222.8518
5.0	167.76596	246.74951
5.0	171.80852	271.02948
5.0	175.85106	295.64923
5.0	179.89362	320.5719
5.0	183.93617	345.7655
5.0	187.97873	11.201904
6.0	0.0	355.58997
6.0	4.0425534	328.9887
6.0	8.085107	302.54547
6.0	12.12766	276.27985
6.0	16.170214	250.21472
6.0	20.212767	224.37701
6.0	24.25532	198.79828
6.0	28.297873	173.51575
6.0	32.340427	148.57358
6.0	36.38298	124.02429
6.0	40.425533	99.93103
6.0	44.468086	76.36914
6.0	48.51064	53.429596
6.0	52.553192	31.221863
6.0	56.595745	9.877747
6.0	60.638298	349.55548
6.0	64.680855	330.44373
6.0	68.723404	312.76437
6.0	72.76596	296.77356
6.0	76.80851	282.75797
6.0	80.85107	271.02408
6.0	84.893616	261.8789
6.0	88.93617	255.60039
6.0	92.97872	252.40256
